country_code,category_code,record_type,platform,study_name,product_code,product_name,response,product_plm_code,driver,importance_percent,country,year
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,makes my hair look beautiful,2.91,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,easy to comb finger through when wet,6.7,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,makes hair soft smooth,4.9,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,gives my hair a natural movement,2.24,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,makes my hair shiny,6.27,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,reduces frizz fluff,23.26,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,smoother sleeker hair,2.01,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,enhances the black colour of my hair,3.4,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,shampoo cleans my hair well,2.32,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,Easy to lather,1.96,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion product,NONE,Ease of rinse off for the shampoo,2.76,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,makes hair soft smooth,1.89,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,Easy to lather,9.87,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,Ease of rinse off for the shampoo,1.67,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,long lasting fragrance,15.44,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,fragrance that i want to smell again and again,2.67,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,Easy to lather,1.03,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,long lasting fragrance,9.18,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,makes my hair stronger,15.02,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,gives nourishment to my hair,6.21,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,enhances the color vibrancy of my hair,6.76,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,gives my hair a natural movement,2.18,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,makes my hair shiny,1.63,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,reduces frizz fluff,7.4,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,smoother sleeker hair,6.94,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,enhances the black colour of my hair,1.51,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,shampoo cleans my hair well,14.5,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,makes my hair look beautiful,3.84,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion appearance of shampoo,NONE,easy to comb finger through when wet,3.85,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,Ease of rinse off for the shampoo,1.62,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,fragrance that i want to smell again and again,1.86,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,cares for my hair,6.14,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,is delightful to use,1.7,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,gives nourishment to my hair,2.35,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,enhances the color vibrancy of my hair,2.49,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,makes hair soft smooth,4.88,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,reduces frizz fluff,1.2,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,smoother sleeker hair,1.91,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,ease of rinsing off shampoo,18.47,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,ease of lathering shampoo,26.62,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,is a natural shampoo,2.32,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,is an herbal shampoo,0.75,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,"is an ayurvedic shampoo,",1.3,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,has a natural fragrance,0.99,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes my hair easy to comb when dry,0.69,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,has a natural color,5.15,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,is an ayurvedic medicine,1.08,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,does not make my hair limp,2.76,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,is pleasurable to use,2.0,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,reduces hair breakage,0.48,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,reduces hair fall,0.52,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes my hair full and thick,0.51,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,makes my hair look beautiful,2.67,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,nourishes hair well,3.48,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,easy to comb finger through when wet,14.13,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes my hair beautiful,1.46,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,is a high quality product,1.5,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes hair stronger,1.75,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,prevents hair fall,1.08,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes my hair soft and smooth,1.65,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,gives my hair a natural movement,2.98,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,makes my hair shiny,2.79,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,reduces frizz fluff,20.57,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,smoother sleeker hair,2.89,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,enhances the black colour of my hair,5.67,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo North,KV67 or LH75,Competitor Dabur Vatika Shampoo 6.5ml,overall opinion color shampoo,NONE,shampoo cleans my hair well,2.04,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,Easy to lather,1.45,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,Ease of rinse off for the shampoo,1.32,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,long lasting fragrance,8.8,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,fragrance that i want to smell again and again,5.25,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,makes my hair stronger,2.18,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,cares for my hair,3.3,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,is delightful to use,1.46,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,gives nourishment to my hair,2.61,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,enhances the color vibrancy of my hair,1.53,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,makes my hair look beautiful,2.17,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,easy to comb finger through when wet,4.86,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,makes hair soft smooth,1.23,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,gives my hair a natural movement,3.17,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,makes my hair shiny,0.95,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,make my hair easy to comb when wet,3.03,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,does not cause dandruff flakes,3.44,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,makes scalp healthy,3.11,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair fall Shampoo Cleanser North,QS20,Pantene Hairfall Shampoo,overall opinion color shampoo,NONE,shampoo cleans my hair well,15.86,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,grows new hair/ improves hair density,5.52,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,is an ayurvedic medicine,2.29,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,is suitable for whole family,13.09,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,is suitable for daily use,1.81,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,has a pleasant fragrance,4.76,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,rinses off easily,2.25,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,has the right amount of stickiness,5.81,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,does not cause irritation or itching to my scalp,1.18,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,absorbs well into the scalp,2.52,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,has effective ingredients,5.92,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,nourishes my scalp,1.26,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,helps hair grow longer,8.92,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,makes hair easy to manage or style,0.81,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,hair looks healthy,1.54,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,hair feels nourished,1.42,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,enhances the black colour of my hair,0.81,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,reduces hair breakage,3.97,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion product,NONE,shampoo cleans my hair well,55.8,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,Easy to lather,0.66,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,reduces hair fall from roots,2.32,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,Ease of rinse off for the shampoo,1.93,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,long lasting fragrance,12.55,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,fragrance that i want to smell again and again,7.25,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,makes my hair stronger,1.26,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,cares for my hair,3.86,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,is delightful to use,2.36,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,gives nourishment to my hair,1.08,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,makes my hair easy to manage,1.85,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,enhances the color vibrancy of my hair,1.05,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,makes my hair look beautiful,1.28,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,makes my hair beautiful,3.83,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,easy to comb finger through when wet,5.96,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,is a high quality product,12.32,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,makes hair soft smooth,0.97,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,nourishes hair well,1.41,India,2022
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,gives my hair a natural movement,0.88,India,2021
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,effectively moisturizes hair,0.78,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,makes my hair shiny,1.01,India,2022
IN,HRC,rwa_driver_importance,Dry,Dove Intense Repair Blind Test (CTI_Dove_IR_pdt_imp_IN_HV),UD68,Pantene: Damage Repair (sachet),overall opinion appearance of shampoo,NONE,makes hair soft and smooth,3.39,India,2022
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,reduces hair fall,1.72,India,2021
IN,HRC,rwa_driver_importance,Hairfall,India Indulekha Hair Fall Hair Oil,NW40,Kesh King Hair Oil?,overall opinion product,NONE,makes hair stronger,1.41,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,makes my hair shiny,1.16,India,2021
IN,HRC,rwa_driver_importance,Shine (Colour & Shine),India Sunsilk Blackshine LCS Shampoo South,BN43 or PR71,Competitor Chik Black Shampoo 6ml,overall opinion appearance of shampoo,NONE,reduces frizz fluff,1.33,India,2021
