country_code,category_code,record_type,product_code,product_name,benefit,value
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,makes_my_skin_glow,4.91
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,makes_my_skin_glow,4.84
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,makes_my_skin_glow,4.16
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,makes_my_skin_glow,5.26
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,makes_my_skin_glow,5.02
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,makes_my_skin_glow,5.14
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,makes_my_skin_glow,4.73
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,makes_my_skin_glow,5.18
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,makes_my_skin_glow,5.31
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,makes_skin_firmer,5.17
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,makes_skin_firmer,5.15
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,makes_skin_firmer,5.19
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,makes_skin_firmer,5.09
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,makes_skin_firmer,5.05
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,makes_skin_firmer,4.97
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,makes_skin_firmer,4.68
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,makes_skin_firmer,4.89
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,makes_skin_firmer,4.72
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,makes_skin_firmer,4.95
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,makes_skin_firmer,4.85
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,makes_skin_firmer,5.09
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,makes_skin_firmer,4.9
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,makes_skin_firmer,4.92
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,makes_skin_firmer,5.1
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,makes_skin_firmer,4.76
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,makes_skin_firmer,4.97
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,makes_skin_firmer,4.71
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,makes_skin_firmer,4.79
IN,FC,blind_hut_benefit_score,IN666S,LAKME absolute hydra pro tinted moisturizer: IN666S,makes_skin_firmer,5.05
IN,FC,blind_hut_benefit_score,IN665S,LAKME mousse foundation: IN665S,makes_skin_firmer,5.01
IN,FC,blind_hut_benefit_score,RU02W,LOREAL PARIS 1.5% Pure Hyaluronic Acid Serum: RU02W,makes_skin_firmer,4.76
IN,FC,blind_hut_benefit_score,IN658W,PONDS Super Light Serum: IN658W,makes_skin_firmer,4.42
IN,FC,blind_hut_benefit_score,IN664S,PONDS cold cream: IN664S,makes_skin_firmer,4.97
IN,FC,blind_hut_benefit_score,US239W,SUPERGOOP sunscreen: US239W,makes_skin_firmer,4.55
IN,FC,blind_hut_benefit_score,IN660W,PONDS light moisturizer: IN660W,makes_skin_firmer,5.09
IN,FC,blind_hut_benefit_score,IN650W,PONDS piccolo serum: IN650W,makes_skin_firmer,4.98
IN,FC,blind_hut_benefit_score,IN661W,PONDS super light gel 0.25% menthol: IN661W,makes_skin_firmer,4.84
IN,FC,blind_hut_benefit_score,IN662W,PONDS super light gel original: IN662W,makes_skin_firmer,5.06
IN,FC,blind_hut_benefit_score,CN738W,TIMIER water rich protection makeup base: CN738W,makes_skin_firmer,4.92
IN,FC,blind_hut_benefit_score,CN750W,VASELINE glutahya lotion: CN750W,makes_skin_firmer,4.99
IN,FC,blind_hut_benefit_score,IN646W,VASELINE petroleum jelly: IN646W,makes_skin_firmer,4.71
IN,FC,blind_hut_benefit_score,CN743S,VASELINE radiant glow lotion: CN743S,makes_skin_firmer,5.12
IN,FC,blind_hut_benefit_score,IN654S,WHITE TONE soft and smooth face cream: IN654S,makes_skin_firmer,5.0
IN,FC,blind_hut_benefit_score,IN659W,ALBION skin conditioner: IN659W,makes_skin_firmer,4.64
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,makes_skin_firmer,4.89
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,makes_skin_firmer,4.89
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,makes_skin_firmer,4.19
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,makes_skin_firmer,5.15
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,makes_skin_firmer,5.03
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,makes_skin_firmer,5.06
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,makes_skin_firmer,4.62
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,makes_skin_firmer,5.11
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,makes_skin_firmer,5.08
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,mild_and_gentle_on_skin,5.35
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,mild_and_gentle_on_skin,5.31
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,mild_and_gentle_on_skin,5.36
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,mild_and_gentle_on_skin,5.3
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,mild_and_gentle_on_skin,5.23
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,mild_and_gentle_on_skin,5.15
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,mild_and_gentle_on_skin,4.96
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,mild_and_gentle_on_skin,5.12
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,mild_and_gentle_on_skin,4.96
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,mild_and_gentle_on_skin,5.13
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,mild_and_gentle_on_skin,5.07
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,mild_and_gentle_on_skin,5.22
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,mild_and_gentle_on_skin,5.2
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,mild_and_gentle_on_skin,5.12
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,mild_and_gentle_on_skin,5.25
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,mild_and_gentle_on_skin,4.93
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,mild_and_gentle_on_skin,5.18
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,mild_and_gentle_on_skin,4.91
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,mild_and_gentle_on_skin,4.92
IN,FC,blind_hut_benefit_score,IN666S,LAKME absolute hydra pro tinted moisturizer: IN666S,mild_and_gentle_on_skin,5.3
IN,FC,blind_hut_benefit_score,IN665S,LAKME mousse foundation: IN665S,mild_and_gentle_on_skin,5.13
IN,FC,blind_hut_benefit_score,RU02W,LOREAL PARIS 1.5% Pure Hyaluronic Acid Serum: RU02W,mild_and_gentle_on_skin,4.9
IN,FC,blind_hut_benefit_score,IN658W,PONDS Super Light Serum: IN658W,mild_and_gentle_on_skin,4.65
IN,FC,blind_hut_benefit_score,IN664S,PONDS cold cream: IN664S,mild_and_gentle_on_skin,5.18
IN,FC,blind_hut_benefit_score,US239W,SUPERGOOP sunscreen: US239W,mild_and_gentle_on_skin,4.76
IN,FC,blind_hut_benefit_score,IN660W,PONDS light moisturizer: IN660W,mild_and_gentle_on_skin,5.31
IN,FC,blind_hut_benefit_score,IN650W,PONDS piccolo serum: IN650W,mild_and_gentle_on_skin,5.2
IN,FC,blind_hut_benefit_score,IN661W,PONDS super light gel 0.25% menthol: IN661W,mild_and_gentle_on_skin,5.06
IN,FC,blind_hut_benefit_score,IN662W,PONDS super light gel original: IN662W,mild_and_gentle_on_skin,5.27
IN,FC,blind_hut_benefit_score,CN738W,TIMIER water rich protection makeup base: CN738W,mild_and_gentle_on_skin,5.12
IN,FC,blind_hut_benefit_score,CN750W,VASELINE glutahya lotion: CN750W,mild_and_gentle_on_skin,5.2
IN,FC,blind_hut_benefit_score,IN646W,VASELINE petroleum jelly: IN646W,mild_and_gentle_on_skin,4.93
IN,FC,blind_hut_benefit_score,CN743S,VASELINE radiant glow lotion: CN743S,mild_and_gentle_on_skin,5.16
IN,FC,blind_hut_benefit_score,IN654S,WHITE TONE soft and smooth face cream: IN654S,mild_and_gentle_on_skin,5.26
IN,FC,blind_hut_benefit_score,IN659W,ALBION skin conditioner: IN659W,mild_and_gentle_on_skin,4.78
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,mild_and_gentle_on_skin,5.0
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,mild_and_gentle_on_skin,5.04
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,mild_and_gentle_on_skin,4.24
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,mild_and_gentle_on_skin,5.29
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,mild_and_gentle_on_skin,5.28
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,mild_and_gentle_on_skin,5.14
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,mild_and_gentle_on_skin,4.84
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,mild_and_gentle_on_skin,5.24
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,mild_and_gentle_on_skin,5.29
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,moisturization,5.25
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,moisturization,5.35
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,moisturization,5.33
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,moisturization,5.27
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,moisturization,5.12
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,moisturization,5.1
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,moisturization,4.97
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,moisturization,4.9
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,moisturization,4.99
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,moisturization,5.12
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,moisturization,5.12
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,moisturization,5.16
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,moisturization,5.09
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,moisturization,5.14
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,moisturization,5.22
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,moisturization,4.96
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,moisturization,5.26
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,moisturization,4.84
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,moisturization,4.87
IN,FC,blind_hut_benefit_score,IN666S,LAKME absolute hydra pro tinted moisturizer: IN666S,moisturization,5.3
IN,FC,blind_hut_benefit_score,IN665S,LAKME mousse foundation: IN665S,moisturization,5.05
IN,FC,blind_hut_benefit_score,RU02W,LOREAL PARIS 1.5% Pure Hyaluronic Acid Serum: RU02W,moisturization,4.91
IN,FC,blind_hut_benefit_score,IN658W,PONDS Super Light Serum: IN658W,moisturization,4.75
IN,FC,blind_hut_benefit_score,IN664S,PONDS cold cream: IN664S,moisturization,5.24
IN,FC,blind_hut_benefit_score,US239W,SUPERGOOP sunscreen: US239W,moisturization,4.78
IN,FC,blind_hut_benefit_score,IN660W,PONDS light moisturizer: IN660W,moisturization,5.34
IN,FC,blind_hut_benefit_score,IN650W,PONDS piccolo serum: IN650W,moisturization,5.22
IN,FC,blind_hut_benefit_score,IN661W,PONDS super light gel 0.25% menthol: IN661W,moisturization,5.08
IN,FC,blind_hut_benefit_score,IN662W,PONDS super light gel original: IN662W,moisturization,5.22
IN,FC,blind_hut_benefit_score,CN738W,TIMIER water rich protection makeup base: CN738W,moisturization,5.06
IN,FC,blind_hut_benefit_score,CN750W,VASELINE glutahya lotion: CN750W,moisturization,5.23
IN,FC,blind_hut_benefit_score,IN646W,VASELINE petroleum jelly: IN646W,moisturization,5.01
IN,FC,blind_hut_benefit_score,CN743S,VASELINE radiant glow lotion: CN743S,moisturization,5.12
IN,FC,blind_hut_benefit_score,IN654S,WHITE TONE soft and smooth face cream: IN654S,moisturization,5.12
IN,FC,blind_hut_benefit_score,IN659W,ALBION skin conditioner: IN659W,moisturization,4.75
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,moisturization,5.12
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,moisturization,4.92
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,moisturization,4.35
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,moisturization,5.35
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,moisturization,5.18
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,moisturization,5.13
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,moisturization,4.82
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,moisturization,5.22
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,moisturization,5.25
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,natural_product,5.21
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,natural_product,5.24
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,natural_product,5.33
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,natural_product,5.2
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,natural_product,5.07
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,natural_product,5.02
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,natural_product,4.85
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,natural_product,5.03
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,natural_product,4.96
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,natural_product,5.05
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,natural_product,5.01
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,natural_product,5.15
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,natural_product,5.02
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,natural_product,5.02
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,natural_product,5.21
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,natural_product,4.85
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,natural_product,5.13
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,natural_product,4.81
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,natural_product,4.82
IN,FC,blind_hut_benefit_score,IN666S,LAKME absolute hydra pro tinted moisturizer: IN666S,natural_product,5.18
IN,FC,blind_hut_benefit_score,IN665S,LAKME mousse foundation: IN665S,natural_product,5.03
IN,FC,blind_hut_benefit_score,RU02W,LOREAL PARIS 1.5% Pure Hyaluronic Acid Serum: RU02W,natural_product,4.85
IN,FC,blind_hut_benefit_score,IN658W,PONDS Super Light Serum: IN658W,natural_product,4.66
IN,FC,blind_hut_benefit_score,IN664S,PONDS cold cream: IN664S,natural_product,5.13
IN,FC,blind_hut_benefit_score,US239W,SUPERGOOP sunscreen: US239W,natural_product,4.64
IN,FC,blind_hut_benefit_score,IN660W,PONDS light moisturizer: IN660W,natural_product,5.2
IN,FC,blind_hut_benefit_score,IN650W,PONDS piccolo serum: IN650W,natural_product,5.1
IN,FC,blind_hut_benefit_score,IN661W,PONDS super light gel 0.25% menthol: IN661W,natural_product,4.93
IN,FC,blind_hut_benefit_score,IN662W,PONDS super light gel original: IN662W,natural_product,5.14
IN,FC,blind_hut_benefit_score,CN738W,TIMIER water rich protection makeup base: CN738W,natural_product,5.05
IN,FC,blind_hut_benefit_score,CN750W,VASELINE glutahya lotion: CN750W,natural_product,5.1
IN,FC,blind_hut_benefit_score,IN646W,VASELINE petroleum jelly: IN646W,natural_product,4.86
IN,FC,blind_hut_benefit_score,CN743S,VASELINE radiant glow lotion: CN743S,natural_product,5.07
IN,FC,blind_hut_benefit_score,IN654S,WHITE TONE soft and smooth face cream: IN654S,natural_product,5.15
IN,FC,blind_hut_benefit_score,IN659W,ALBION skin conditioner: IN659W,natural_product,4.72
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,natural_product,5.03
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,natural_product,4.93
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,natural_product,4.24
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,natural_product,5.27
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,natural_product,5.12
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,natural_product,5.06
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,natural_product,4.72
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,natural_product,5.17
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,natural_product,5.18
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,no_patchy_look,5.0
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,no_patchy_look,4.98
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,no_patchy_look,5.02
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,no_patchy_look,4.96
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,no_patchy_look,4.81
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,no_patchy_look,4.78
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,no_patchy_look,4.6
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,no_patchy_look,4.83
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,no_patchy_look,4.69
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,no_patchy_look,4.82
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,no_patchy_look,4.7
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,no_patchy_look,4.87
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,no_patchy_look,4.83
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,no_patchy_look,4.78
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,no_patchy_look,4.95
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,no_patchy_look,4.66
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,no_patchy_look,4.82
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,no_patchy_look,4.56
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,no_patchy_look,4.61
IN,FC,blind_hut_benefit_score,IN666S,LAKME absolute hydra pro tinted moisturizer: IN666S,no_patchy_look,4.86
IN,FC,blind_hut_benefit_score,IN665S,LAKME mousse foundation: IN665S,no_patchy_look,4.82
IN,FC,blind_hut_benefit_score,RU02W,LOREAL PARIS 1.5% Pure Hyaluronic Acid Serum: RU02W,no_patchy_look,4.6
IN,FC,blind_hut_benefit_score,IN658W,PONDS Super Light Serum: IN658W,no_patchy_look,4.31
IN,FC,blind_hut_benefit_score,IN664S,PONDS cold cream: IN664S,no_patchy_look,4.83
IN,FC,blind_hut_benefit_score,US239W,SUPERGOOP sunscreen: US239W,no_patchy_look,4.41
IN,FC,blind_hut_benefit_score,IN660W,PONDS light moisturizer: IN660W,no_patchy_look,4.96
IN,FC,blind_hut_benefit_score,IN650W,PONDS piccolo serum: IN650W,no_patchy_look,4.88
IN,FC,blind_hut_benefit_score,IN661W,PONDS super light gel 0.25% menthol: IN661W,no_patchy_look,4.7
IN,FC,blind_hut_benefit_score,IN662W,PONDS super light gel original: IN662W,no_patchy_look,4.85
IN,FC,blind_hut_benefit_score,CN738W,TIMIER water rich protection makeup base: CN738W,no_patchy_look,4.74
IN,FC,blind_hut_benefit_score,CN750W,VASELINE glutahya lotion: CN750W,no_patchy_look,4.86
IN,FC,blind_hut_benefit_score,IN646W,VASELINE petroleum jelly: IN646W,no_patchy_look,4.69
IN,FC,blind_hut_benefit_score,CN743S,VASELINE radiant glow lotion: CN743S,no_patchy_look,4.86
IN,FC,blind_hut_benefit_score,IN654S,WHITE TONE soft and smooth face cream: IN654S,no_patchy_look,4.8
IN,FC,blind_hut_benefit_score,IN659W,ALBION skin conditioner: IN659W,no_patchy_look,4.52
IN,FC,blind_hut_benefit_score,IN652S,BOROPLUS antiseptic cream: IN652S,no_patchy_look,4.75
IN,FC,blind_hut_benefit_score,CN740S,CathKidston Rose Mask: CN740S,no_patchy_look,4.75
IN,FC,blind_hut_benefit_score,US241W,ELIZABETH ARDEN 8 hour cream: US241W,no_patchy_look,4.07
IN,FC,blind_hut_benefit_score,IN641S,Fragrance caring florals - VIP list LY: IN641S,no_patchy_look,4.94
IN,FC,blind_hut_benefit_score,IN649S,Nature republic aloe vera gel: IN649S,no_patchy_look,4.94
IN,FC,blind_hut_benefit_score,IN655S,OLAY Natural Aura 7 IN ONE Instant Glowing Radiance with UV Protection: IN655S,no_patchy_look,4.86
IN,FC,blind_hut_benefit_score,TH249W,OLAY retinol 24 night serum: TH249W,no_patchy_look,4.49
IN,FC,blind_hut_benefit_score,IN653S,PONDS B122: IN653S,no_patchy_look,4.88
IN,FC,blind_hut_benefit_score,IN663S,PONDS Bright Beauty Serum Cream: IN663S,no_patchy_look,4.92
IN,FC,blind_hut_benefit_score,IN640S,Fragrance fresh florals - celestial AI: IN640S,no_sweating_during_the_day,4.89
IN,FC,blind_hut_benefit_score,IN644S,Fragrance fresh fruits - Olay berry body lotion: IN644S,no_sweating_during_the_day,4.88
IN,FC,blind_hut_benefit_score,IN643S,Fragrance fresh fruits - bali beach LLF2: IN643S,no_sweating_during_the_day,5.02
IN,FC,blind_hut_benefit_score,IN639S,Fragrance natural freshness - highland M: IN639S,no_sweating_during_the_day,4.89
IN,FC,blind_hut_benefit_score,IN642S,Fragrance opulent florals - vibrant M: IN642S,no_sweating_during_the_day,4.81
IN,FC,blind_hut_benefit_score,IN637S,Fragrance sparkling freshness - uplifting: IN637S,no_sweating_during_the_day,4.76
IN,FC,blind_hut_benefit_score,IN647W,JOHNSONS baby oil: IN647W,no_sweating_during_the_day,4.63
IN,FC,blind_hut_benefit_score,TH248W,JOHNSONS baby powder: TH248W,no_sweating_during_the_day,4.78
IN,FC,blind_hut_benefit_score,CN747W,KIEHLS multi corrective cream: CN747W,no_sweating_during_the_day,4.61
IN,FC,blind_hut_benefit_score,IN638S,Fragrance technical freshness - SY22: IN638S,no_sweating_during_the_day,4.74
IN,FC,blind_hut_benefit_score,CN739W,PONDS upper eye cream sea flower: CN739W,no_sweating_during_the_day,4.7
IN,FC,blind_hut_benefit_score,IN657S,GARNIER vitamin C Cream: IN657S,no_sweating_during_the_day,4.85
IN,FC,blind_hut_benefit_score,CN744W,PROYA cream: CN744W,no_sweating_during_the_day,4.72
IN,FC,blind_hut_benefit_score,IN651W,GARNIER vitamin C Serum: IN651W,no_sweating_during_the_day,4.73
IN,FC,blind_hut_benefit_score,IN656S,GLOW AND LOVELY multivitamin cream: IN656S,no_sweating_during_the_day,4.87
IN,FC,blind_hut_benefit_score,K56W,HADALABO gel: K56W,no_sweating_during_the_day,4.62
IN,FC,blind_hut_benefit_score,IN648S,SAFI Youth Gold Lifting 24K Gold Essence: IN648S,no_sweating_during_the_day,4.72
IN,FC,blind_hut_benefit_score,J13S,SHISEIDO Aqua Label Special Gel Cream Oil In: J13S,no_sweating_during_the_day,4.5
IN,FC,blind_hut_benefit_score,CN737W,SOFINA pink primer: CN737W,no_sweating_during_the_day,4.57
