id,stage_no,record_type,stage,attr_group,benefit,attribute,attr_low,attr_medium,attr_high,category_code,country_code,stage_group,attribute_rank
2141,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce minimized pores,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,14
2142,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_thickness,11.71,0,75.67,FC,IN,CLT B15-16 CLT Fingertip,1
2143,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,ft_firmness,6.71,0,79.57,FC,IN,CLT B15-16 CLT Fingertip,2
2144,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_greasy,3.93,0,82.86,FC,IN,CLT B15-16 CLT Fingertip,3
2145,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B15-16 CLT Fingertip,4
2146,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,oily_ft,0.0,0,92.07,FC,IN,CLT B15-16 CLT Fingertip,5
2147,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,ft_stringiness,3.57,0,67.36,FC,IN,CLT B15-16 CLT Fingertip,6
2148,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,ft_peaking,3.57,0,78.27,FC,IN,CLT B15-16 CLT Fingertip,7
2149,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_oily,0.57,0,82.5,FC,IN,CLT B15-16 CLT Fingertip,8
2150,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_creamy,7.0,0,65.33,FC,IN,CLT B15-16 CLT Fingertip,9
2151,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_wet,1.79,0,89.79,FC,IN,CLT B15-16 CLT Fingertip,10
2152,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_spreadability,35.93,0,95.64,FC,IN,CLT B15-16 CLT Fingertip,11
2153,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_drag_imm,7.86,0,79.73,FC,IN,CLT B15-16 CLT Fingertip,12
2154,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_waxy_imm,5.0,0,31.53,FC,IN,CLT B15-16 CLT Fingertip,13
2155,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B15-16 CLT Fingertip,14
2156,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,ft_bounciness,1.14,0,39.64,FC,IN,CLT B15-16 CLT Fingertip,15
2157,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,amount_of_residue,22.21,0,93.79,FC,IN,CLT B15-16 CLT Fingertip,16
2158,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,consistency_rate,10.07,0,89.64,FC,IN,CLT B15-16 CLT Fingertip,17
2159,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_powdery_imm,5.14,0,80.36,FC,IN,CLT B15-16 CLT Fingertip,18
2160,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_oily_imm,0.64,0,79.64,FC,IN,CLT B15-16 CLT Fingertip,19
2161,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,in_silky_imm,9.67,0,61.29,FC,IN,CLT B15-16 CLT Fingertip,20
2162,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,Reduce minimized pores,ft_sticky,4.93,0,74.43,FC,IN,CLT B15-16 CLT Fingertip,21
2163,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_thickness,11.71,0,75.67,FC,IN,CLT B11-12 CLT Skin Feel 10min,1
2164,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,ft_firmness,6.71,0,79.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,2
2165,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_greasy,3.93,0,82.86,FC,IN,CLT B11-12 CLT Skin Feel 10min,3
2166,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,oily_ft,0.0,0,92.07,FC,IN,CLT B11-12 CLT Skin Feel 10min,4
2167,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_oily_5min,0.71,0,73.57,FC,IN,CLT B11-12 CLT Skin Feel 10min,5
2168,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,ft_sticky,4.93,0,74.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,6
2169,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_sticky_5min,4.64,0,65.43,FC,IN,CLT B11-12 CLT Skin Feel 10min,7
2170,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_spreadability,35.93,0,95.64,FC,IN,CLT B11-12 CLT Skin Feel 10min,8
2171,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_creamy,7.0,0,65.33,FC,IN,CLT B11-12 CLT Skin Feel 10min,9
2172,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_drag_5min,9.5,0,71.4,FC,IN,CLT B11-12 CLT Skin Feel 10min,10
2173,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_cooling,0.0,0,27.93,FC,IN,CLT B11-12 CLT Skin Feel 10min,11
1099,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce blemishes and dark spots,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B3-4 Skin Look 10min,12
2174,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_cooling_5min,0.0,0,5.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,12
2175,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,ft_stringiness,3.57,0,67.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,13
2176,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,ft_peaking,3.57,0,78.27,FC,IN,CLT B11-12 CLT Skin Feel 10min,14
2177,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,tightness_5min,16.57,0,73.53,FC,IN,CLT B11-12 CLT Skin Feel 10min,15
2178,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_wet,1.79,0,89.79,FC,IN,CLT B11-12 CLT Skin Feel 10min,16
2179,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_greasy_5min,1.71,0,72.36,FC,IN,CLT B11-12 CLT Skin Feel 10min,17
2180,6,sst_attribute_rank,CLT B11-12,CLT Skin Feel 10min,Reduce minimized pores,in_absorption,24.29,0,115.0,FC,IN,CLT B11-12 CLT Skin Feel 10min,18
2181,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_coverage_imm,4.64,0,70.27,FC,IN,CLT B3-4 Skin Look 10min,1
2182,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,patchy_residue_in,7.86,0,79.6,FC,IN,CLT B3-4 Skin Look 10min,2
2183,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_gloss_5min,3.57,0,76.14,FC,IN,CLT B3-4 Skin Look 10min,3
2184,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_coverage_5min,4.64,0,67.47,FC,IN,CLT B3-4 Skin Look 10min,4
2185,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_gloss_imm,4.29,0,82.86,FC,IN,CLT B3-4 Skin Look 10min,5
2186,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_invisibility_imm,5.43,0,51.33,FC,IN,CLT B3-4 Skin Look 10min,6
2187,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_invisibility_5min,4.93,0,50.67,FC,IN,CLT B3-4 Skin Look 10min,7
2188,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,patchy_residue_imm,4.29,0,39.07,FC,IN,CLT B3-4 Skin Look 10min,8
2189,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_powderylook_5min,4.64,0,22.73,FC,IN,CLT B3-4 Skin Look 10min,9
2190,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_powderylook_imm,4.64,0,41.79,FC,IN,CLT B3-4 Skin Look 10min,10
2191,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_fairness_imm,4.33,0,50.21,FC,IN,CLT B3-4 Skin Look 10min,11
2192,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,in_fairness_5min,4.33,0,43.21,FC,IN,CLT B3-4 Skin Look 10min,12
2193,9,sst_attribute_rank,CLT B3-4,Skin Look 10min,Reduce minimized pores,shimmer,0.0,0,58.8,FC,IN,CLT B3-4 Skin Look 10min,13
2194,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_thickness,11.71,0,75.67,FC,IN,CLT B9-10 Skin feel IMD,1
2195,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B9-10 Skin feel IMD,2
2196,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,ft_sticky,4.93,0,74.43,FC,IN,CLT B9-10 Skin feel IMD,3
2564,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No patchy look,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,11
1100,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,Reduce blemishes and dark spots,fr_Green,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,1
2565,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No patchy look,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,12
2566,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No patchy look,fr_Amber,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,13
2567,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No patchy look,fr_Woody,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,14
2199,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_absorption,24.29,0,115.0,FC,IN,CLT B9-10 Skin feel IMD,6
2200,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_creamy,7.0,0,65.33,FC,IN,CLT B9-10 Skin feel IMD,7
2201,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,ft_peaking,3.57,0,78.27,FC,IN,CLT B9-10 Skin feel IMD,8
2202,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,softness_imm,7.29,0,72.86,FC,IN,CLT B9-10 Skin feel IMD,9
2203,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B9-10 Skin feel IMD,10
2204,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,ft_firmness,6.71,0,79.57,FC,IN,CLT B9-10 Skin feel IMD,11
2205,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,amount_of_residue,22.21,0,93.79,FC,IN,CLT B9-10 Skin feel IMD,12
2206,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,ft_stringiness,3.57,0,67.36,FC,IN,CLT B9-10 Skin feel IMD,13
2207,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_cooling,0.0,0,27.93,FC,IN,CLT B9-10 Skin feel IMD,14
2208,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_spreadability,35.93,0,95.64,FC,IN,CLT B9-10 Skin feel IMD,15
2209,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_oily_imm,0.64,0,79.64,FC,IN,CLT B9-10 Skin feel IMD,16
2210,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_drag_imm,7.86,0,79.73,FC,IN,CLT B9-10 Skin feel IMD,17
2211,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,Reduce minimized pores,in_wet,1.79,0,89.79,FC,IN,CLT B9-10 Skin feel IMD,18
2212,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,transparency_rate,8.0,0,96.93,FC,IN,CLT M1-2 APPEARANCE,1
2213,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,integrity_of_shape_rate,9.86,0,85.73,FC,IN,CLT M1-2 APPEARANCE,2
2214,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,ft_firmness,6.71,0,79.57,FC,IN,CLT M1-2 APPEARANCE,3
2215,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,gloss_rate,5.36,0,92.21,FC,IN,CLT M1-2 APPEARANCE,4
2216,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,integrity_of_shape_10s_rate,9.86,0,86.2,FC,IN,CLT M1-2 APPEARANCE,5
2217,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,product_b,63.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,6
2218,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,lightness_of_color,1.0,0,17.0,FC,IN,CLT M1-2 APPEARANCE,7
2219,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,product_r,143.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,8
2220,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,product_g,133.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,9
2221,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,size_of_particles,1.0,0,7.0,FC,IN,CLT M1-2 APPEARANCE,10
2222,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,amount_of_particles,1.0,0,6.0,FC,IN,CLT M1-2 APPEARANCE,11
2223,8,sst_attribute_rank,CLT M1-2,APPEARANCE,Reduce minimized pores,pearlescence_rate,0.0,0,1.0,FC,IN,CLT M1-2 APPEARANCE,12
2224,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Green,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,1
2225,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,2
2226,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Musky,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,3
2227,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B5-6 Fragrance In Jar,4
2228,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Powdery,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,5
2229,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B5-6 Fragrance In Jar,6
2230,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,7
2231,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Floral,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,8
2232,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,9
2233,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Citrus,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,10
2234,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,11
2235,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Fruity,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,12
2236,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Woody,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,13
2237,5,sst_attribute_rank,CLT B5-6,Fragrance In Jar,No unwanted oiliness,fr_Amber,0.0,0,1.0,FC,IN,CLT B5-6 Fragrance In Jar,14
2238,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,in_fragrance_5min,15.43,0,64.07,FC,IN,CLT B13-14 CLT Fragrance IMD,1
2239,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B13-14 CLT Fragrance IMD,2
2240,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Green,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,3
2241,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,4
2242,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Floral,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,5
2243,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Citrus,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,6
2244,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Musky,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,7
2245,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,8
2246,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Amber,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,9
2247,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Fruity,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,10
2248,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Powdery,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,11
2249,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Watery_Marine,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,12
2250,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Woody,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,13
2251,3,sst_attribute_rank,CLT B13-14,CLT Fragrance IMD,No unwanted oiliness,fr_Gourmand,0.0,0,1.0,FC,IN,CLT B13-14 CLT Fragrance IMD,14
2252,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,integrity_of_shape_rate,9.86,0,85.73,FC,IN,CLT M1-2 APPEARANCE,1
2253,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,integrity_of_shape_10s_rate,9.86,0,86.2,FC,IN,CLT M1-2 APPEARANCE,2
2254,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,transparency_rate,8.0,0,96.93,FC,IN,CLT M1-2 APPEARANCE,3
2255,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,product_b,63.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,4
2256,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,ft_firmness,6.71,0,79.57,FC,IN,CLT M1-2 APPEARANCE,5
2257,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,lightness_of_color,1.0,0,17.0,FC,IN,CLT M1-2 APPEARANCE,6
2258,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,size_of_particles,1.0,0,7.0,FC,IN,CLT M1-2 APPEARANCE,7
2259,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,gloss_rate,5.36,0,92.21,FC,IN,CLT M1-2 APPEARANCE,8
2260,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,product_g,133.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,9
2261,8,sst_attribute_rank,CLT M1-2,APPEARANCE,No unwanted oiliness,product_r,143.0,0,255.0,FC,IN,CLT M1-2 APPEARANCE,10
2262,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_thickness,11.71,0,75.67,FC,IN,CLT B15-16 CLT Fingertip,1
2263,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B15-16 CLT Fingertip,2
2264,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_oily,0.57,0,82.5,FC,IN,CLT B15-16 CLT Fingertip,3
2265,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,ft_firmness,6.71,0,79.57,FC,IN,CLT B15-16 CLT Fingertip,4
2266,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,ft_sticky,4.93,0,74.43,FC,IN,CLT B15-16 CLT Fingertip,5
2267,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_powdery_imm,5.14,0,80.36,FC,IN,CLT B15-16 CLT Fingertip,6
2268,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_oily_imm,0.64,0,79.64,FC,IN,CLT B15-16 CLT Fingertip,7
2269,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_sticky_imm,4.29,0,73.21,FC,IN,CLT B15-16 CLT Fingertip,8
2270,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,oily_ft,0.0,0,92.07,FC,IN,CLT B15-16 CLT Fingertip,9
2271,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,ft_peaking,3.57,0,78.27,FC,IN,CLT B15-16 CLT Fingertip,10
2272,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_wet,1.79,0,89.79,FC,IN,CLT B15-16 CLT Fingertip,11
2273,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_silky_imm,9.67,0,61.29,FC,IN,CLT B15-16 CLT Fingertip,12
2274,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_drag_imm,7.86,0,79.73,FC,IN,CLT B15-16 CLT Fingertip,13
2275,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,ft_bounciness,1.14,0,39.64,FC,IN,CLT B15-16 CLT Fingertip,14
2276,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_creamy,7.0,0,65.33,FC,IN,CLT B15-16 CLT Fingertip,15
2277,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,consistency_rate,10.07,0,89.64,FC,IN,CLT B15-16 CLT Fingertip,16
2278,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_greasy,3.93,0,82.86,FC,IN,CLT B15-16 CLT Fingertip,17
2279,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,amount_of_residue,22.21,0,93.79,FC,IN,CLT B15-16 CLT Fingertip,18
2280,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,in_spreadability,35.93,0,95.64,FC,IN,CLT B15-16 CLT Fingertip,19
2281,10,sst_attribute_rank,CLT B15-16,CLT Fingertip,No unwanted oiliness,ft_stringiness,3.57,0,67.36,FC,IN,CLT B15-16 CLT Fingertip,20
2282,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,fr_Green,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,1
2283,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,in_fragrance_imm,24.36,0,74.73,FC,IN,CLT B17-18 Fragrance 10min,2
2284,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,fr_Aldehydic,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,3
2285,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,fr_Aromatic_Herbeaous,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,4
2286,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,fr_Musky,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,5
2287,7,sst_attribute_rank,CLT B17-18,Fragrance 10min,No unwanted oiliness,fr_Floral,0.0,0,1.0,FC,IN,CLT B17-18 Fragrance 10min,6
2288,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,in_greasy_imm,2.5,0,79.21,FC,IN,CLT B9-10 Skin feel IMD,1
2289,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,in_thickness,11.71,0,75.67,FC,IN,CLT B9-10 Skin feel IMD,2
2290,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,oily_ft,0.0,0,92.07,FC,IN,CLT B9-10 Skin feel IMD,3
2291,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,ft_sticky,4.93,0,74.43,FC,IN,CLT B9-10 Skin feel IMD,4
2292,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,in_creamy,7.0,0,65.33,FC,IN,CLT B9-10 Skin feel IMD,5
2293,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,in_absorption,24.29,0,115.0,FC,IN,CLT B9-10 Skin feel IMD,6
2294,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,in_greasy,3.93,0,82.86,FC,IN,CLT B9-10 Skin feel IMD,7
2295,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,ft_peaking,3.57,0,78.27,FC,IN,CLT B9-10 Skin feel IMD,8
2296,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,ft_stringiness,3.57,0,67.36,FC,IN,CLT B9-10 Skin feel IMD,9
2297,2,sst_attribute_rank,CLT B9-10,Skin feel IMD,No unwanted oiliness,amount_of_residue,22.21,0,93.79,FC,IN,CLT B9-10 Skin feel IMD,10
