country_code,category_code,record_type,attribute_group,brand,product_type,product_name,attribute,value
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_silky_imm,14.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_oily_5min,15.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_drag_imm,38.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_sticky_imm,41.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_sticky_5min,39.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_greasy_5min,18.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN669W_KP57_IN669W,in_greasy_imm,22.21428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_drag_5min,41.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_oily_imm,15.5
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_waxy_5min,12.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_waxy_imm,14.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_silky_5min,14.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_gloss_5min,27.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_silky_imm,14.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_oily_5min,14.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_drag_imm,41.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_sticky_imm,44.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_sticky_5min,43.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_greasy_5min,17.5
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN670W_PLGMO2  MOD_Bright and Protect_IN670W,in_greasy_imm,20.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_drag_5min,48.73333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_oily_imm,14.8
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_powdery_imm,6.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_waxy_5min,12.73333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_powdery_5min,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_waxy_imm,14.33333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_silky_5min,12.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_gloss_5min,18.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_silky_imm,13.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_oily_5min,13.13333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_drag_imm,51.13333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_sticky_imm,38.6
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_sticky_5min,35.6
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_greasy_5min,15.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN679S_PLGM02_hydrate w alcohol_IN679S,in_greasy_imm,17.73333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_drag_5min,49.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_oily_imm,14.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_powdery_imm,6.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_waxy_5min,12.6
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_powdery_5min,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_waxy_imm,14.2
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_silky_5min,11.26666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_gloss_5min,17.73333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_silky_imm,12.8
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_oily_5min,13.4
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_drag_imm,52.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_sticky_imm,36.2
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_sticky_5min,33.2
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_greasy_5min,15.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN680S_PLGM02_hydrate no alcohol (PLGM03)_IN680S,in_greasy_imm,17.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_drag_5min,49.33333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_oily_imm,13.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_powdery_imm,6.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_waxy_5min,11.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_powdery_5min,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_waxy_imm,14.06666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_silky_5min,11.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_gloss_5min,18.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_silky_imm,12.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_oily_5min,12.4
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_drag_imm,51.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_sticky_imm,39.4
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_sticky_5min,35.26666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_greasy_5min,14.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN681S_PLGM02_hydrate no alcohol optimise 1 (PLGM04)_IN681S,in_greasy_imm,16.4
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_drag_5min,49.4
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_oily_imm,14.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_powdery_imm,6.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_waxy_5min,12.73333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_powdery_5min,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_waxy_imm,14.13333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_silky_5min,11.8
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_gloss_5min,17.06666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_silky_imm,13.33333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_oily_5min,13.13333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_drag_imm,51.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_sticky_imm,39.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_sticky_5min,36.53333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_greasy_5min,14.93333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN682S_PLGM02_hydrate no alcohol optimise 2 (PLGM06)_IN682S,in_greasy_imm,17.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_drag_5min,34.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_oily_imm,14.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_waxy_5min,12.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_waxy_imm,14.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_silky_5min,14.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_gloss_5min,14.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_silky_imm,14.92857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_oily_5min,12.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_drag_imm,35.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_sticky_imm,37.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_sticky_5min,34.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_greasy_5min,14.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN683W_PGC12_N683W,in_greasy_imm,18.07142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_drag_5min,38.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_oily_imm,15.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_waxy_5min,12.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_waxy_imm,14.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_silky_5min,13.5
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_gloss_5min,17.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_silky_imm,14.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_oily_5min,13.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_drag_imm,40.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_sticky_imm,43.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_sticky_5min,39.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_greasy_5min,17.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN684W_PLM_IN684W,in_greasy_imm,21.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_drag_5min,34.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_oily_imm,15.92857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_waxy_5min,12.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_waxy_imm,14.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_silky_5min,14.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_gloss_5min,21.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_silky_imm,14.5
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_oily_5min,14.78571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_drag_imm,36.07142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_sticky_imm,42.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_sticky_5min,39.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_greasy_5min,18.07142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN685W_PPC04_IN685W,in_greasy_imm,21.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_drag_5min,36.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_oily_imm,15.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_waxy_5min,12.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_waxy_imm,14.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_silky_5min,14.28571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_gloss_5min,22.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_silky_imm,14.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_oily_5min,14.21428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_drag_imm,36.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_sticky_imm,40.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_sticky_5min,38.14285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_greasy_5min,17.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN686W_AP15_IN686W,in_greasy_imm,20.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_drag_5min,35.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_oily_imm,16.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_powdery_imm,5.357142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_waxy_5min,12.35714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_powdery_5min,4.928571429
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_waxy_imm,14.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_silky_5min,14.64285714
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_gloss_5min,32.71428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_silky_imm,14.85714286
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_oily_5min,15.5
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_drag_imm,36.21428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_sticky_imm,40.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_sticky_5min,38.42857143
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_greasy_5min,18.57142857
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN687W_NIVEA soft_IN687W,in_greasy_imm,22.21428571
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_drag_5min,71.2
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_oily_imm,11.13333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_powdery_imm,6.0
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_waxy_5min,15.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_powdery_5min,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_waxy_imm,31.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_silky_5min,8.6
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_gloss_5min,9.6
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_silky_imm,9.266666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_oily_5min,8.066666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_drag_imm,80.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_sticky_imm,16.86666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_sticky_5min,13.33333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_greasy_5min,11.8
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN689S_KS79 control_CO12_IN689S,in_greasy_imm,15.93333333
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN690S_KS79 steric UOI_UI22_IN690S,in_drag_5min,70.2
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN690S_KS79 steric UOI_UI22_IN690S,in_oily_imm,10.66666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN690S_KS79 steric UOI_UI22_IN690S,in_powdery_imm,5.666666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN690S_KS79 steric UOI_UI22_IN690S,in_waxy_5min,15.46666667
IN,FC,spider_attribute_score,skin feel after immediate and skin feel 5 min,PondS,Cream,IN690S_KS79 steric UOI_UI22_IN690S,in_powdery_5min,5.666666667
